;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_louny;Louny;Louny;Louny;;Louny;;;;;;;;;x
b_osek;Osek;Osek;Osek;;Osek;;;;;;;;;x
b_loket;Loket;Loket;Loket;;Loket;;;;;;;;;x
b_chomutov;Chomutov;Chomutov;Chomutov;;Chomutov;;;;;;;;;x
b_most;Most;Most;Most;;Most;;;;;;;;;x
b_ostrovzatec;Ostrov;Ostrov;Ostrov;;Ostrov;;;;;;;;;x
b_neurodekladsko;Neurode;Neurode;Neurode;;Neurode;;;;;;;;;x
b_wunschelburgkladsko;Wünschelburg;Wünschelburg;Wünschelburg;;Wünschelburg;;;;;;;;;x
b_broumovkladsko;Broumov;Broumov;Broumov;;Broumov;;;;;;;;;x
#Moravia;;;;;;;;;;;;;;x
b_olomouc;Olomouc;Olomouc;Olomouc;;Olomouc;;;;;;;;;x
b_hradiste;Hradiste;Hradiste;Hradiste;;Hradiste;;;;;;;;;x
b_ostrava;Ostrava;Ostrava;Ostrava;;Ostrava;;;;;;;;;x
b_prerov;Prerov;Prerov;Prerov;;Prerov;;;;;;;;;x
b_sumperk;Sumperk;Sumperk;Sumperk;;Sumperk;;;;;;;;;x
b_hranice;Hranice;Hranice;Hranice;;Hranice;;;;;;;;;x
b_unicov;Unicov;Unicov;Unicov;;Unicov;;;;;;;;;x
b_jevicko;Jevicko;Jevicko;Jevicko;;Jevicko;;;;;;;;;x
b_velehrad;Velehrad;Velehrad;Velehrad;;Velehrad;;;;;;;;;x
b_kromeriz;Kromeriz;Kromeriz;Kromeriz;;Kromeriz;;;;;;;;;x
b_opava;Opava;Opava;Opava;;Opava;;;;;;;;;x
b_bruntal;Bruntal;Bruntal;Bruntal;;Bruntal;;;;;;;;;x
b_krnov;Krnov;Krnov;Krnov;;Krnov;;;;;;;;;x
b_odry;Odry;Odry;Odry;;Odry;;;;;;;;;x
b_znojmo;Znojmo;Znojmo;Znojmo;;Znojmo;;;;;;;;;x
b_jihlava;Jihlava;Jihlava;Jihlava;;Jihlava;;;;;;;;;x
b_trebic;Trebic;Trebic;Trebic;;Trebic;;;;;;;;;x
b_vranov;Vranov;Vranov;Vranov;;Vranov;;;;;;;;;x
b_bitov;Bitov;Bitov;Bitov;;Bitov;;;;;;;;;x
b_jemnice;Jemnice;Jemnice;Jemnice;;Jemnice;;;;;;;;;x
b_louka;Louka;Louka;Louka;;Louka;;;;;;;;;x
b_brno;Brno;Brno;Brno;;Brno;;;;;;;;;x
b_mikulov;Mikulov;Mikulov;Mikulov;;Mikulov;;;;;;;;;x
b_zdar;Zdar;Zdar;Zdar;;Zdar;;;;;;;;;x
b_pernstejn;Pernstejn;Pernstejn;Pernstejn;;Pernstejn;;;;;;;;;x
b_svitavy;Svitavy;Svitavy;Svitavy;;Svitavy;;;;;;;;;x
b_ivancice;Ivancice;Ivancice;Ivancice;;Ivancice;;;;;;;;;x
b_boskovice;Boskovice;Boskovice;Boskovice;;Boskovice;;;;;;;;;x
b_rejhrad;Rejhrad;Rejhrad;Rejhrad;;Rejhrad;;;;;;;;;x
b_tisnov;Tisnov;Tisnov;Tisnov;;Tisnov;;;;;;;;;x
#Saudi arabia;;;;;;;;;;;;;;x
b_maridfortress;Marid;Marid;Marid;;Marid;;;;;;;;;
b_omaribnalkhattab;Omar Ibn al-Khattab;Omar Ibn al-Khattab;Omar Ibn al-Khattab;;Omar Ibn al-Khattab;;;;;;;;;x
b_dumat_al_jundal;Dumat al-Jundal;Dumat al-Jundal;Dumat al-Jundal;;Dumat al-Jundal;;;;;;;;;x
b_talabijay;Talabija;Talabija;Talabija;;Talabija;;;;;;;;;x
b_mawijanarabia;Mawijan;Mawijan;Mawijan;;Mawijan;;;;;;;;;x
b_sumanarabia;Suman;Suman;Suman;;Suman;;;;;;;;;x
b_stocksund;Stocksund;Stocksund;Stocksund;;Stocksund;;;;;;;;;x
b_nortalje;Tälje;Tälje;Tälje;;Tälje;;;;;;;;;x
b_almarestaket;Älmarestaket;Älmarestaket;Älmarestaket;;Älmarestaket;;;;;;;;;
b_telge;Telje;Telje;Telje;;Telje;;;;;;;;;x
b_osthammar;Östhammar;Östhammar;Östhammar;;Östhammar;;;;;;;;;x
b_osthammarhus;Östhammarshus;Östhammarshus;Östhammarshus;;Östhammarshus;;;;;;;;;x
b_oregrund;Öregrund;Öregrund;Öregrund;;Öregrund;;;;;;;;;x
b_balstauppland;Bardestum;Bardestum;Bardestum;;Bardestum;;;;;;;;;x
b_hauldtorp;Hauldtorp;Hauldtorp;Hauldtorp;;Hauldtorp;;;;;;;;;x
b_eketorp;Eketorp;Eketorp;Eketorp;;Eketorp;;;;;;;;;
b_rasbouppland;Resbo;Resbo;Resbo;;Resbo;;;;;;;;;x
b_vaksala;Waxalle;Waxalle;Waxalle;;Waxalle;;;;;;;;;x
#Denmark;;;;;;;;;;;;;;x
b_esrumkloster;Esrum;Esrum;Esrum;;Esrum;;;;;;;;;x
#Szvuine;;;;;;;;;;;;;;x
b_grobemonestary;Grobe;Grobe;Grobe;;Grobe;;;;;;;;;x
b_wollin;Wolyn;Wolyn;Wolyn;;Wolyn;;;;;;;;;x
b_usedom;Usedom;Usedom;Usedom;;Usedom;;;;;;;;;x
b_kaseburg;Kaseburg;Kaseburg;Kaseburg;;Kaseburg;;;;;;;;;x
b_pryztor;Pritter;Pritter;Pritter;;Pritter;;;;;;;;;
b_szvuinecastle;Szvuine;Szvuine;Szvuine;;Szvuine;;;;;;;;;x
#Pommernia;;;;;;;;;;;;;;x
b_brodamonestary;Broda;Broda;Broda;;Broda;;;;;;;;;x
b_stolpemonestary;Stolpe;Stolpe;Stolpe;;Stolpe;;;;;;;;;x
b_eldenaabbey;Kloster Hilda;Kloster Hilda;Kloster Hilda;;Kloster Hilda;;;;;;;;;x
#Estonia;;;;;;;;;;;;;;x
b_padiseklooster;Padise klooster;Padise klooster;Padise klooster;;Padise klooster;;;;;;;;;x
#Latvia;;;;;;;;;;;;;;x
b_dunamundeabbey;Daugavgrivas klosteris;Daugavgrivas klosteris;Daugavgrivas klosteris;;Daugavgrivas klosteris;;;;;;;;;x
b_dargunkloster;Dargun;Dargun;Dargun;;Dargun;;;;;;;;;x
#Hamburg;;;;;;;;;;;;;;x
b_hamburgbergedorf;Bergerdorp;Bergerdorp;Bergerdorp;;Bergerdorp;;;;;;;;;x
b_hamburgharburg;Harburg;Harburg;Harburg;;Harburg;;;;;;;;;x
b_hamburgaltona;Altona;Altona;Altona;;Altona;;;;;;;;;x
b_hamburgneustadt;Neustadt;Neustadt;Neustadt;;Neustadt;;;;;;;;;x
b_hamburgaltstadt;Altstadt;Altstadt;Altstadt;;Altstadt;;;;;;;;;x
d_swiss;Swiss Confederacy;Swiss Confederacy;Swiss Confederacy;;Swiss Confederacy;;;;;;;;;x
d_earldom_march;March;March;March;;March;;;;;;;;;x
d_earldom_march_adj;Marches;Marches;Marches;;Marches;;;;;;;;;x
d_clarence;Clarence;Clarence;Clarence;;Clarence;;;;;;;;;x
d_clarence_adj;Clarencian;Clarencian;Clarencian;;Clarencian;;;;;;;;;x
d_earldom_arundel;Arundel;Arundel;Arundel;;Arundel;;;;;;;;;x
d_earldom_arundel_adj;Arundelian;Arundelian;Arundelian;;Arundelian;;;;;;;;;x
d_earldom_warwick;Warwick;Warwick;Warwick;;Warwick;;;;;;;;;x
d_earldom_warwick_adj;Warwickian;Warwickian;Warwickian;;Warwickian;;;;;;;;;x
c_albret;Albret;Albret;Albret;;Albret;;;;;;;;;x
c_albret_adj;Albretine;Albretine;Albretine;;Albretine;;;;;;;;;x
b_cardo;Cardo;Cardo;Cardo;;Cardo;;;;;;;;;x
c_aksum;Aksum;Aksum;Aksum;;Aksum;;;;;;;;;x
c_trondelag;Sygna;Sygna;Sygna;;Sygna;;;;;;;;;x
c_trondelag_adj;Sygnan;Sygnan;Sygnan;;Sygnan;;;;;;;;;x
c_akershus;Ranrike;Ranrike;Ranrike;;Ranrike;;;;;;;;;x
c_akershus_adj;Ranrikian;Ranrikian;Ranrikian;;Ranrikian;;;;;;;;;x
d_exilarch;Karaites;Karaites;Karaites;;Karaites;;;;;;;;;x
d_exilarch_adj;Karaite;Karaite;Karaite;;Karaite;;;;;;;;;x
c_varais;Pontarlier;Pontarlier;Pontarlier;;Pontarlier;;;;;;;;;x
c_varais_adj;Pontarlieran;Pontarlieran;Pontarlieran;;Pontarlieran;;;;;;;;;x
d_marquisate_provence;Provence;Provence;Provence;;Provence;;;;;;;;;x
d_marquisate_provence_adj;Provencal;Provencal;Provencal;;Provencal;;;;;;;;;x
b_trets;Trets;Trets;Trets;;Trets;;;;;;;;;x
b_freinet;Freinet;Freinet;Freinet;;Freinet;;;;;;;;;x
b_toulon;Toulon;Toulon;Toulon;;Toulon;;;;;;;;;x
b_lesbaux;Les Baux;Les Baux;Les Baux;;Les Baux;;;;;;;;;x
b_roquemaure;Roquemaure;Roquemaure;Roquemaure;;Roquemaure;;;;;;;;;x
b_vaison;Vaison;Vaison;Vaison;;Vaison;;;;;;;;;x
b_vence;Vence;Vence;Vence;;Vence;;;;;;;;;x
b_cannes;Cannes;Cannes;Cannes;;Cannes;;;;;;;;;x
b_roquebrune;Roquebrune;Roquebrune;Roquebrune;;Roquebrune;;;;;;;;;x
b_glandeves;Glandevès;Glandevès;Glandevès;;Glandevès;;;;;;;;;x
b_monteil;Monteil;Monteil;Monteil;;Monteil;;;;;;;;;x
b_grignan;Grignan;Grignan;Grignan;;Grignan;;;;;;;;;x
b_mevouillon;Mévouillon;Mévouillon;Mévouillon;;Mévouillon;;;;;;;;;x
b_domene;Domène;Domène;Domène;;Domène;;;;;;;;;x
b_chartreuse;Chartreuse;Chartreuse;Chartreuse;;Chartreuse;;;;;;;;;x
b_sassenage;Sassenage;Sassenage;Sassenage;;Sassenage;;;;;;;;;x
b_theys;Theys;Theys;Theys;;Theys;;;;;;;;;x
b_entremonts;Entremonts;Entremonts;Entremonts;;Entremonts;;;;;;;;;x
b_saint_antoine;Saint-Antoine;Saint-Antoine;Saint-Antoine;;Saint-Antoine;;;;;;;;;x
b_bressieux;Bressieux;Bressieux;Bressieux;;Bressieux;;;;;;;;;x
b_virieu;Virieu;Virieu;Virieu;;Virieu;;;;;;;;;x
b_vinay;Vinay;Vinay;Vinay;;Vinay;;;;;;;;;x
b_roussillon;Roussillon;Roussillon;Roussillon;;Roussillon;;;;;;;;;x
c_provence;Marseille;Marseille;Marseille;;Marseille;;;;;;;;;x
c_capua;Acerra;Acerra;Acerra;;Acerra;;;;;;;;;x
c_andria;Trani;Trani;Trani;;Trani;;;;;;;;;x
b_carpegna;Carpegna;Carpegna;Carpegna;;Carpegna;;;;;;;;;x
b_maurienne;Maurienne;Maurienne;Maurienne;;Maurienne;;;;;;;;;x
b_beaufort;Beaufort;Beaufort;Beaufort;;Beaufort;;;;;;;;;x
b_aiguebelle;Aiguebelle;Aiguebelle;Aiguebelle;;Aiguebelle;;;;;;;;;x
b_miolans;Miolans;Miolans;Miolans;;Miolans;;;;;;;;;x
b_coligny;Coligny;Coligny;Coligny;;Coligny;;;;;;;;;x
b_groslee;Groslée;Groslée;Groslée;;Groslée;;;;;;;;;x
b_gex;Gex;Gex;Gex;;Gex;;;;;;;;;x
b_faucigny;Faucigny;Faucigny;Faucigny;;Faucigny;;;;;;;;;x
b_annecy;Annecy;Annecy;Annecy;;Annecy;;;;;;;;;x
b_ternier;Ternier;Ternier;Ternier;;Ternier;;;;;;;;;x
b_menthon;Menthon;Menthon;Menthon;;Menthon;;;;;;;;;x
b_payerne;Payerne;Payerne;Payerne;;Payerne;;;;;;;;;x
b_grandson;Grandson;Grandson;Grandson;;Grandson;;;;;;;;;x
b_cossonay;Cossonay;Cossonay;Cossonay;;Cossonay;;;;;;;;;x
b_vaumarcus;Vaumarcus;Vaumarcus;Vaumarcus;;Vaumarcus;;;;;;;;;x
b_fenis;Fenis;Fenis;Fenis;;Fenis;;;;;;;;;x
b_nidau;Nidau;Nidau;Nidau;;Nidau;;;;;;;;;x
b_cerlier;Cerlier;Cerlier;Cerlier;;Cerlier;;;;;;;;;x
b_valangin;Valangin;Valangin;Valangin;;Valangin;;;;;;;;;x
b_aarbert;Aarberg;Aarberg;Aarberg;;Aarberg;;;;;;;;;x
b_hasenburg;Hasenburg;Hasenburg;Hasenburg;;Hasenburg;;;;;;;;;x
b_sion;Sion;Sion;Sion;;Sion;;;;;;;;;x
b_loeche;Loèche;Loèche;Loèche;;Loèche;;;;;;;;;x
b_chatillonlebas;Châtillon;Châtillon;Châtillon;;Châtillon;;;;;;;;;x
b_morel;Mörel;Mörel;Mörel;;Mörel;;;;;;;;;x
b_conthey;Conthey;Conthey;Conthey;;Conthey;;;;;;;;;x
b_allinges;Allinges;Allinges;Allinges;;Allinges;;;;;;;;;x
b_blonay;Blonay;Blonay;Blonay;;Blonay;;;;;;;;;x
b_abondance;Abondance;Abondance;Abondance;;Abondance;;;;;;;;;x
b_aulps;Aulps;Aulps;Aulps;;Aulps;;;;;;;;;x
b_montebonello;Montebonello;Montebonello;Montebonello;;Montebonello;;;;;;;;;x
b_montecuccolo;Montecuccolo;Montecuccolo;Montecuccolo;;Montecuccolo;;;;;;;;;x
b_montegarullo;Montegarullo;Montegarullo;Montegarullo;;Montegarullo;;;;;;;;;x
b_renno;Renno;Renno;Renno;;Renno;;;;;;;;;x
b_olina;Olina;Olina;Olina;;Olina;;;;;;;;;x
b_viadana;Viadana;Viadana;Viadana;;Viadana;;;;;;;;;x
b_sabbioneta;Sabbioneta;Sabbioneta;Sabbioneta;;Sabbioneta;;;;;;;;;x
b_montanara;Montanara;Montanara;Montanara;;Montanara;;;;;;;;;x
b_colonna;Colonna;Colonna;Colonna;;Colonna;;;;;;;;;x
c_piombino;Sovana;Sovana;Sovana;;Sovana;;;;;;;;;x
b_sovana;Sovana;Sovana;Sovana;;Sovana;;;;;;;;;x
c_piombino_adj;Sovanian;Sovanian;Sovanian;;Sovanian;;;;;;;;;x
d_maremma;Maremma;Maremma;Maremma;;Maremma;;;;;;;;;x
d_maremma_adj;Maremman;Maremman;Maremman;;Maremman;;;;;;;;;x
b_roncaglia;Roncaglia;Roncaglia;Roncaglia;;Roncaglia;;;;;;;;;x
d_bogomilist;Bogomilist Patriarchy;Bogomilist Patriarchy;Bogomilist Patriarchy;;Bogomilist Patriarchy;;;;;;;;;x
d_bogomilist_adj;Holy Bogomilist;Holy Bogomilist;Holy Bogomilist;;Holy Bogomilist;;;;;;;;;x
d_poitou_adj;Poitouan;Poitouan;Poitouan;;Poitouan;;;;;;;;;x
d_amalfi_adj ;Amalfian;Amalfian;Amalfian;;Amalfian;;;;;;;;;x
d_tyrol_adj;Tyrolian;Tyrolian;Tyrolian;;Tyrolian;;;;;;;;;x
c_aprutium;Teramo;Teramo;Teramo;;Teramo;;;;;;;;;x
c_aprutium_adj;Teraman;Teraman;Teraman;;Teraman;;;;;;;;;x
b_albano;Albano;Albano;Albano;;Albano;;;;;;;;;x
b_alatri;Alatri;Alatri;Alatri;;Alatri;;;;;;;;;x
b_varano;Varano;Varano;Varano;;Varano;;;;;;;;;x
b_anguillara;Anguillara;Anguillara;Anguillara;;Anguillara;;;;;;;;;x
b_vico;Vico;Vico;Vico;;Vico;;;;;;;;;x
b_talabija;Talabija;Talabija;Talabija;;Talabija;;;;;;;;;x
#Novgorod;;;;;;;;;;;;;;
b_vysgorod;Vysgorod;Vysgorod;Vysgorod;;Vysgorod;;;;;;;;;x
b_porkhov;Porhov;Porhov;Porhov;;Porhov;;;;;;;;;x
b_opokivysgorod;Opoki;Opoki;Opoki;;Opoki;;;;;;;;;x
b_jamvysgorod;Jam;Jam;Jam;;Jam;;;;;;;;;x
b_bezhetsk;Bezhichi;Bezhichi;Bezhichi;;Bezhichi;;;;;;;;;x
b_ustyuzhna;Ustyug-Zhelezny;Ustyug-Zhelezny;Ustyug-Zhelezny;;Ustyug-Zhelezny;;;;;;;;;x
b_babayevo;Babayevo;Babayevo;Babayevo;;Babayevo;;;;;;;;;x
b_moshenskoye;Nikolsky;Nikolsky;Nikolsky;;Nikolsky;;;;;;;;;x
b_gorodecnovgorod;Gorodec;Gorodec;Gorodec;;Gorodec;;;;;;;;;x
b_staryaladoga;Ladoga;Ladoga;Ladoga;;Ladoga;;;;;;;;;x
b_kirishi;Kirishi;Kirishi;Kirishi;;Kirishi;;;;;;;;;x
b_tikhvin;Prechistensky;Prechistensky;Prechistensky;;Prechistensky;;;;;;;;;x
b_pikalyovo;Voskresensly Luchensky;Voskresensly Luchensky;Voskresensly Luchensky;;Voskresensly Luchensky;;;;;;;;;x
b_borovichi;Borovichi;Borovichi;Borovichi;;Borovichi;;;;;;;;;x
b_lyubytino;Beloye;Beloye;Beloye;;Beloye;;;;;;;;;x
b_sanktsophia;St-Sophia ;St-Sophia ;St-Sophia ;;St-Sophia ;;;;;;;;;x
b_yurievmonestary;Yuriev;Yuriev;Yuriev;;Yuriev;;;;;;;;;x
b_antonievmonestary;Antoniev;Antoniev;Antoniev;;Antoniev;;;;;;;;;x
b_novgorodkremlin;Novgorodskiy Detinets;Novgorodskiy Detinets;Novgorodskiy Detinets;;Novgorodskiy Detinets;;;;;;;;;x
b_tesovnogorod;Tësov;Tësov;Tësov;;Tësov;;;;;;;;;x
b_rusa;Rusa;Rusa;Rusa;;Rusa;;;;;;;;;x
b_solcyn;Sol'cy;Sol'cy;Sol'cy;;Sol'cy;;;;;;;;;x
b_holopojgorodok;Holopij Gorodok;Holopij Gorodok;Holopij Gorodok;;Holopij Gorodok;;;;;;;;;x
b_krestcy;Krestcy;Krestcy;Krestcy;;Krestcy;;;;;;;;;x
b_okulovka;Okulovka;Okulovka;Okulovka;;Okulovka;;;;;;;;;x
b_korostyn;Korostyn;Korostyn;Korostyn;;Korostyn;;;;;;;;;x
b_novgorod;Novgorod;Novgorod;Novgorod;;Novgorod;;;;;;;;;x
b_tudorzerkij;Tudorzerkij;Tudorzerkij;Tudorzerkij;;Tudorzerkij;;;;;;;;;x
b_vytegra;Vytegorsky;Vytegorsky;Vytegorsky;;Vytegorsky;;;;;;;;;x
b_yshny_volochyok;Vysnij Volocëk;Vysnij Volocëk;Vysnij Volocëk;;Vysnij Volocëk;;;;;;;;;x
b_torzhok;Torzhok;Torzhok;Torzhok;;Torzhok;;;;;;;;;x
b_rajsna;Rajsna;Rajsna;Rajsna;;Rajsna;;;;;;;;;x
b_bologoye;Bologoye;Bologoye;Bologoye;;Bologoye;;;;;;;;;x
b_valday;Valday;Valday;Valday;;Valday;;;;;;;;;x
#Pskov;;;;;;;;;;;;;;x
b_pskov;Pskov;Pskov;Pskov;;Pskov;;;;;;;;;x
b_kamnopskov;Kamno;Kamno;Kamno;;Kamno;;;;;;;;;x
b_ostrovpskov;Ostrov;Ostrov;Ostrov;;Ostrov;;;;;;;;;x
b_veljepskov;Vel'je;Vel'je;Vel'je;;Vel'je;;;;;;;;;x
b_vrevopskov;Vrevo;Vrevo;Vrevo;;Vrevo;;;;;;;;;x
b_voronicpskov;Vorornic;Vorornic;Vorornic;;Vorornic;;;;;;;;;x
b_sebezpskov;Sebez;Sebez;Sebez;;Sebez;;;;;;;;;x
b_opockapskov;Opocka;Opocka;Opocka;;Opocka;;;;;;;;;x
b_gdovpskov;Gdov;Gdov;Gdov;;Gdov;;;;;;;;;x
b_pechory;Pechory;Pechory;Pechory;;Pechory;;;;;;;;;x
#Kholmsky;;;;;;;;;;;;;;x
b_kholmkholmsky;Holm;Holm;Holm;;Holm;;;;;;;;;x
b_velilkholmsky;Velil;Velil;Velil;;Velil;;;;;;;;;x
b_morevakholmsky;Moreva;Moreva;Moreva;;Moreva;;;;;;;;;x
b_molvoticykholmsky;Molvoticy;Molvoticy;Molvoticy;;Molvoticy;;;;;;;;;x
b_demjanskkholmsky;Demjansk;Demjansk;Demjansk;;Demjansk;;;;;;;;;x
b_berezoveckholmsky;Berezovec;Berezovec;Berezovec;;Berezovec;;;;;;;;;x
b_sterzkholmsky;Sterz;Sterz;Sterz;;Sterz;;;;;;;;;x
b_loknya;Loknya;Loknya;Loknya;;Loknya;;;;;;;;;x
b_velikiyeluki;Luki;Luki;Luki;;Luki;;;;;;;;;x
b_nevel;Nevel;Nevel;Nevel;;Nevel;;;;;;;;;x
b_emenec;Emenec;Emenec;Emenec;;Emenec;;;;;;;;;x
b_usvyaty;Usvjat;Usvjat;Usvjat;;Usvjat;;;;;;;;;x
#Belozerro;;;;;;;;;;;;;;
b_holopojgorodokmologa;Nizhny Holopij Gorodok;Nizhny Holopij Gorodok;Nizhny Holopij Gorodok;;Nizhny Holopij Gorodok;;;;;;;;;x
b_cherepovets;Cherepovets;Cherepovets;Cherepovets;;Cherepovets;;;;;;;;;x
b_mologa;Mologa;Mologa;Mologa;;Mologa;;;;;;;;;x
b_sheksna;Nikolskoye;Nikolskoye;Nikolskoye;;Nikolskoye;;;;;;;;;x
b_vesyegonsk;Vesyegonsk;Vesyegonsk;Vesyegonsk;;Vesyegonsk;;;;;;;;;x
b_fedosyevo;Fedosyevo;Fedosyevo;Fedosyevo;;Fedosyevo;;;;;;;;;x
b_belozersk;Belozersk;Belozersk;Belozersk;;Belozersk;;;;;;;;;x
b_kirillobelozersky;Kirillo-Belozersky;Kirillo-Belozersky;Kirillo-Belozersky;;Kirillo-Belozersky;;;;;;;;;x
b_volok_slovinskij;Volok Slovinskij;Volok Slovinskij;Volok Slovinskij;;Volok Slovinskij;;;;;;;;;x
b_vologda;Vologda;Vologda;Vologda;;Vologda;;;;;;;;;x
b_spasopreobrazenskij;Spaso Preobrazenskij;Spaso Preobrazenskij;Spaso Preobrazenskij;;Spaso Preobrazenskij;;;;;;;;;x
b_veksenga;Veksen'ga;Veksen'ga;Veksen'ga;;Veksen'ga;;;;;;;;;x
b_totma;Tot'ma;Tot'ma;Tot'ma;;Tot'ma;;;;;;;;;x
b_velsk;Vel'sk;Vel'sk;Vel'sk;;Vel'sk;;;;;;;;;x
#Bjarmia;;;;;;;;;;;;;;
b_shenkursk;Senkursk;Senkursk;Senkursk;;Senkursk;;;;;;;;;x
b_vazskij;Vazskij;Vazskij;Vazskij;;Vazskij;;;;;;;;;x
b_ust_pinega;Orlec;Orlec;Orlec;;Orlec;;;;;;;;;x
b_archangelsk;Arkhangelsk Micheal;Arkhangelsk Micheal;Arkhangelsk Micheal;;Arkhangelsk Micheal;;;;;;;;;x
b_kholmogory;Kolmogory;Kolmogory;Kolmogory;;Kolmogory;;;;;;;;;x
b_novokholmogory;Novokolmogory;Novokolmogory;Novokolmogory;;Novokolmogory;;;;;;;;;x
b_ust-onega;ust-onega;ust-onega;ust-onega;;ust-onega;;;;;;;;;x
b_nikolokorelskij;Nikolo Korel'Skij;Nikolo Korel'Skij;Nikolo Korel'Skij;;Nikolo Korel'Skij;;;;;;;;;x
b_solovetsky;Solovetsky;Solovetsky;Solovetsky;;Solovetsky;;;;;;;;;x
b_belomorsk;Soroka;Soroka;Soroka;;Soroka;;;;;;;;;x
b_spasskij;Spasskij;Spasskij;Spasskij;;Spasskij;;;;;;;;;x
b_pudozh;Pudoga;Pudoga;Pudoga;;Pudoga;;;;;;;;;x
b_volozerskij;Volozerskij;Volozerskij;Volozerskij;;Volozerskij;;;;;;;;;x
b_kargopol;Kargopol;Kargopol;Kargopol;;Kargopol;;;;;;;;;x
#Vladimir;;;;;;;;;;;;;;
#Tver;;;;;;;;;;;;;;
b_tvergorodok;Gorodok;Gorodok;Gorodok;;Gorodok;;;;;;;;;x
b_sesatver;Sesa;Sesa;Sesa;;Sesa;;;;;;;;;x
b_tver;Tver;Tver;Tver;;Tver;;;;;;;;;x
b_starica;Starica;Starica;Starica;;Starica;;;;;;;;;x
b_vertjazin;Vertjazin;Vertjazin;Vertjazin;;Vertjazin;;;;;;;;;x
b_dubna;Dubna;Dubna;Dubna;;Dubna;;;;;;;;;x
b_volokolamsk;Volok Lamskij;Volok Lamskij;Volok Lamskij;;Volok Lamskij;;;;;;;;;x
b_zubtsov;Zubcov;Zubcov;Zubcov;;Zubcov;;;;;;;;;x
b_dorogobuz;Dorogobuz;Dorogobuz;Dorogobuz;;Dorogobuz;;;;;;;;;x
b_horvactver;Horvac;Horvac;Horvac;;Horvac;;;;;;;;;x
b_holmtver;Holm;Holm;Holm;;Holm;;;;;;;;;x
b_uglich;Ugliche Pole;Ugliche Pole;Ugliche Pole;;Ugliche Pole;;;;;;;;;x
b_kashin;Kasin;Kasin;Kasin;;Kasin;;;;;;;;;x
b_kalyazin;Ksnjatin;Ksnjatin;Ksnjatin;;Ksnjatin;;;;;;;;;x
b_myshkin;Myshkin;Myshkin;Myshkin;;Myshkin;;;;;;;;;x
b_makaryevskymonasterytver;Makaryevsky;Makaryevsky;Makaryevsky;;Makaryevsky;;;;;;;;;x
#Rostov;;;;;;;;;;;;;;
b_romanov;Romanov;Romanov;Romanov;;Romanov;;;;;;;;;x
b_tolga;Tolga;Tolga;Tolga;;Tolga;;;;;;;;;x
b_yaroslavl;Yaroslavl;Yaroslavl;Yaroslavl;;Yaroslavl;;;;;;;;;x
b_timerevo;Timerevo;Timerevo;Timerevo;;Timerevo;;;;;;;;;x
b_tutaev;Tutaev;Tutaev;Tutaev;;Tutaev;;;;;;;;;x
b_lyubim;Lyubim;Lyubim;Lyubim;;Lyubim;;;;;;;;;x
b_danilov;Danilov;Danilov;Danilov;;Danilov;;;;;;;;;x
b_pertoma;Perotma;Perotma;Perotma;;Perotma;;;;;;;;;x
b_sarskoyegorodishche;Sarskoye Gorodishche;Sarskoye Gorodishche;Sarskoye Gorodishche;;Sarskoye Gorodishche;;;;;;;;;x
b_rostov;Rostov;Rostov;Rostov;;Rostov;;;;;;;;;x
b_spasoyakovlevsky;Svjatoslvle Pole;Svjatoslvle Pole;Svjatoslvle Pole;;Svjatoslvle Pole;;;;;;;;;x
b_petrovskoye;Petrovsk;Petrovsk;Petrovsk;;Petrovsk;;;;;;;;;x
b_nerekhta;Neretha;Neretha;Neretha;;Neretha;;;;;;;;;x
b_nekrasovskoye;Sol'Velikaja;Sol'Velikaja;Sol'Velikaja;;Sol'Velikaja;;;;;;;;;x
b_gavrilovyam;Gavrilov-Yam;Gavrilov-Yam;Gavrilov-Yam;;Gavrilov-Yam;;;;;;;;;x
b_kostroma;Kostroma;Kostroma;Kostroma;;Kostroma;;;;;;;;;x
b_soligalich;Sol'-Galickaja;Sol'-Galickaja;Sol'-Galickaja;;Sol'-Galickaja;;;;;;;;;x
b_sudislavl;Sudislav;Sudislav;Sudislav;;Sudislav;;;;;;;;;x
#Suzdal;;;;;;;;;;;;;;x
b_pereyaslavlzalessky;Perejaslvl'-Zalesskij;Perejaslvl'-Zalesskij;Perejaslvl'-Zalesskij;;Perejaslvl'-Zalesskij;;;;;;;;;x
b_dmitrov;Dmitrov;Dmitrov;Dmitrov;;Dmitrov;;;;;;;;;x
b_klinsuzdal;Klin;Klin;Klin;;Klin;;;;;;;;;x
b_solnechnaya;Solnechnaya;Solnechnaya;Solnechnaya;;Solnechnaya;;;;;;;;;x
b_taldom;Taldom;Taldom;Taldom;;Taldom;;;;;;;;;x
b_vladimir;Vladimir;Vladimir;Vladimir;;Vladimir;;;;;;;;;x
b_sergiyevposad;Troice-Sergieva;Troice-Sergieva;Troice-Sergieva;;Troice-Sergieva;;;;;;;;;x
b_aleksandrov;Alexandrovskaya;Alexandrovskaya;Alexandrovskaya;;Alexandrovskaya;;;;;;;;;x
b_strunino;Strunino;Strunino;Strunino;;Strunino;;;;;;;;;x
b_radonezh;Radonez;Radonez;Radonez;;Radonez;;;;;;;;;x
b_pokrov;Pokrov;Pokrov;Pokrov;;Pokrov;;;;;;;;;x
